사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-10,수인선,1888,인하대,38,1,"3,537",673,"9,830","3,629","23,458","4,875","18,340","18,334","9,836","10,637","8,707","13,816","9,365","8,387","11,125","9,937","10,748","9,922","11,426","9,564","12,667","9,856","17,362","12,332","16,192","17,648","14,482","22,552","8,133","13,246","6,977","9,901","6,537","8,725","5,195","6,947","2,999","4,661",54,"1,310",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1889,숭의,19,0,"3,431",991,"6,473","3,345","13,570","7,846","12,298","11,531","6,626","5,143","6,470","4,382","6,780","3,785","6,751","4,513","6,357","5,301","5,810","4,998","6,471","5,493","7,534","6,979","10,096","9,073","9,177","12,054","4,098","7,331","2,660","5,354","2,458","5,215","1,661","3,959",835,"2,308",11,668,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1890,신포,3,0,"1,389",176,"1,562",963,"3,058","3,576","3,166","8,604","2,211","3,763","2,010","2,745","2,732","2,893","3,072","3,369","3,053","3,261","3,349","3,261","4,059","3,439","5,221","3,901","5,432","3,894","6,490","5,147","2,922","2,429","2,469","1,774","2,180","1,684","1,549","1,335",582,733,3,204,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1891,인천,126,0,631,190,"1,150","1,024","2,271","3,085","1,958","4,823","1,640","3,433","1,752","3,332","1,730","5,119","2,150","5,438","2,645","4,843","2,783","4,450","3,099","4,669","4,334","3,930","3,121","3,726","3,005","4,456","1,809","2,962","1,317","2,041","1,187","1,743",771,"1,624",125,971,3,274,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1501,판교,5,1,848,20,"2,491","6,211","5,741","14,249","4,196","29,524","2,876","21,756","3,148","10,770","3,770","8,312","4,004","6,879","4,688","6,333","6,180","5,526","8,781","5,112","9,465","5,762","16,693","8,045","23,998","6,754","17,922","4,596","14,573","2,026","10,609","1,754","5,705","1,310","2,225",737,3,181,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1502,이매,4,0,699,21,"1,780",997,"4,818","2,164","4,178","3,012","2,118","1,564","1,751","1,252","1,739","1,095","1,795","1,276","1,599","1,564","1,553","1,474","1,748","1,765","2,179","2,069","2,362","2,885","2,555","2,864","1,438","2,526","1,142","1,361","1,379",997,"1,177",835,294,419,12,117,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1503,삼동,3,0,"1,302",143,"4,579","1,506","12,554","2,747","13,548","2,548","7,713","1,248","4,849","1,118","3,340","1,565","2,971","1,682","2,894","2,153","2,394","2,798","2,411","3,275","2,695","4,310","3,906","6,919","2,984","9,182","1,443","8,773",839,"5,359",681,"4,611",451,"3,705",141,"1,582",1,31,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1504,경기광주,0,0,"2,867",250,"15,084","2,330","41,565","5,401","42,367","10,565","23,577","5,104","15,238","4,695","13,090","5,698","11,880","6,304","11,148","7,993","9,401","8,535","9,231","11,317","10,558","15,642","11,232","22,295","9,741","34,759","4,565","30,085","3,214","18,962","2,599","14,911","1,640","9,910",618,"7,955",0,46,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1505,초월,0,0,"1,365",178,"5,782","1,762","14,885","4,889","15,986","5,863","8,884","2,312","5,545","2,234","5,006","2,353","4,755","2,517","4,292","3,095","3,572","3,271","3,733","4,373","5,544","5,781","6,045","7,410","5,563","12,730","2,478","10,493","1,848","8,312","1,201","5,393",696,"5,164",285,"4,021",1,2,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1506,곤지암,0,0,905,129,"2,942","1,899","7,396","6,037","7,037","7,629","4,959","4,497","3,696","4,142","3,925","3,455","4,137","3,892","4,085","3,777","4,218","3,531","5,100","3,779","6,347","4,593","9,631","5,715","8,356","6,438","3,516","6,845","1,960","3,665","1,120","3,780",533,"2,778",242,"2,115",0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1507,신둔도예촌,1,0,685,128,"2,627",533,"6,537","2,602","4,648","4,316","3,505","2,413","2,819","1,393","2,275","1,719","2,768","1,835","2,727","1,707","2,348","1,845","2,658","2,091","4,257","2,760","4,578","4,076","3,728","4,482","1,494","4,595","1,206","3,085",742,"3,068",280,"2,464",104,"1,743",0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1508,이천,11,0,935,37,"2,990","1,412","8,102","5,967","7,457","8,277","5,911","4,806","5,211","3,726","4,747","5,102","4,815","4,567","4,986","4,747","5,074","4,564","5,450","5,038","7,172","5,805","6,876","7,279","8,313","8,942","4,296","7,283","3,234","5,937","2,712","3,222","1,224","4,312",517,"2,035",0,448,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1509,부발,0,0,921,41,"2,748","1,866","6,708","7,522","5,774","7,051","4,365","2,502","3,697","2,162","4,387","2,646","3,666","3,023","3,814","2,568","4,411","2,890","4,225","3,221","5,713","3,779","8,069","5,063","6,533","5,379","4,373","6,873","2,155","4,241","1,415","3,611",855,"3,452",346,"2,567",1,"1,360",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1510,세종대왕릉,0,0,245,1,678,114,"1,223",825,"1,067",856,788,848,831,739,727,"1,002",718,776,747,529,753,779,952,755,963,812,973,851,"1,163",867,301,"1,251",171,628,116,536,77,298,10,393,1,100,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경강선,1511,여주,7,0,"1,433",8,"3,772",850,"7,008","4,028","6,694","6,236","4,917","7,178","5,062","4,732","4,829","5,254","5,372","5,294","5,475","4,872","6,441","4,336","7,670","4,380","8,902","5,888","8,012","6,115","5,308","6,462","3,741","8,149","2,359","6,000","1,635","3,293",765,"3,439",232,"3,146",1,"1,197",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2511,방화,10,0,"5,329",9,"11,050","3,804","26,692","5,304","24,764","12,645","14,767","7,500","11,735","6,154","11,040","6,019","11,216","7,303","10,302","8,345","9,314","9,069","10,033","10,260","12,319","11,858","10,813","13,721","9,684","21,172","4,923","19,513","3,600","12,213","2,467","11,010","1,911","10,299",783,"6,130",129,"2,267",0,266,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2512,개화산,5,0,"4,386",417,"8,245","3,784","21,605","6,061","20,125","14,163","11,380","6,784","8,353","5,117","8,237","5,511","8,998","6,466","7,794","6,165","7,444","6,169","7,647","7,826","9,142","9,405","10,182","10,889","12,756","16,332","4,995","15,122","3,234","9,160","2,713","8,749","2,238","7,904",597,"4,816",58,"1,639",0,46,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2513,김포공항,4,1,407,"2,602","1,792","10,635","4,276","16,345","7,807","18,668","8,407","13,325","8,697","15,029","11,546","17,171","13,134","17,363","14,486","17,479","16,364","16,900","19,047","17,519","18,979","17,833","23,645","17,447","27,748","16,551","17,805","9,510","15,356","4,529","14,882","2,303","12,004","1,651","2,849","1,194",165,475,0,3,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2514,송정,27,0,"3,904","1,387","7,745","4,319","20,209","7,023","22,027","11,613","14,951","7,981","11,671","6,828","10,543","7,162","10,582","8,245","10,028","8,539","9,621","8,532","9,645","9,834","11,167","11,764","12,763","13,428","12,942","19,568","7,330","15,161","5,519","10,232","4,389","9,714","3,435","8,985","1,602","5,672",191,"1,715",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2515,마곡,3,0,"2,404","2,091","7,584","7,345","24,481","13,564","24,089","47,187","13,955","30,242","11,179","13,774","11,243","11,308","11,998","12,002","12,828","12,727","13,436","12,177","15,568","12,458","19,989","15,050","29,235","17,150","39,771","25,422","16,811","19,557","11,908","10,768","10,012","9,462","7,027","9,562","2,763","5,246",322,"1,948",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2516,발산,5,0,"3,420","2,438","9,816","13,861","26,624","36,422","28,650","104,598","19,041","55,640","19,197","30,759","22,676","30,007","26,325","29,716","29,119","30,964","31,941","28,897","38,586","28,698","44,746","31,406","63,262","37,375","83,116","52,089","36,962","37,110","31,210","20,927","30,970","15,687","25,021","14,508","10,271","8,769","1,162","2,664",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2517,우장산,0,0,"6,731",850,"21,030","4,949","55,788","14,673","57,425","22,500","31,954","15,980","25,957","12,333","24,267","13,279","25,309","15,813","23,072","19,144","19,928","20,282","23,125","23,444","25,550","28,944","22,688","34,825","19,970","52,553","11,590","42,277","8,419","24,880","7,201","23,233","6,036","23,677","1,790","13,674",207,"3,164",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2518,화곡,364,1,"23,581","1,714","40,156","10,862","113,486","15,561","144,472","32,112","74,112","24,408","48,128","19,482","43,239","20,507","43,726","24,334","41,277","27,645","35,240","31,398","34,320","38,772","38,022","52,789","39,359","67,808","38,770","116,846","22,748","89,406","15,891","53,663","13,352","51,928","10,863","46,617","4,220","28,665",507,"8,139",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2519,까치산,216,0,"25,650","1,684","43,247","8,996","122,920","11,158","153,163","21,319","80,109","18,566","49,848","18,239","44,230","20,981","44,689","25,457","40,526","28,548","34,758","32,397","32,378","44,159","33,782","56,294","33,507","71,526","31,618","120,207","20,185","96,511","14,977","61,230","12,288","60,335","9,871","49,898","4,615","32,090",706,"8,556",3,373,1,1,0,0,2022-11-03 10:23:13
2022-10,5호선,2520,신정(은행정),66,3,"12,587",882,"23,385","4,147","63,572","8,347","76,461","13,783","37,709","9,231","22,366","7,490","19,239","8,021","19,154","10,233","17,152","11,567","13,914","12,495","14,503","16,979","15,141","22,687","15,396","28,839","15,827","46,835","8,303","36,103","5,772","22,997","5,021","22,490","4,237","21,098","1,541","13,285",161,"3,646",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2521,목동,13,0,"8,643","1,295","20,374","5,995","57,905","14,767","74,563","26,042","36,997","20,811","26,919","15,359","24,483","14,407","25,246","17,615","23,316","21,716","21,158","22,035","21,761","25,744","24,557","33,802","27,089","47,832","28,979","77,540","16,252","53,801","13,389","31,811","13,246","29,693","13,663","27,606","4,089","15,980",450,"4,714",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2522,오목교(목동운동장앞),4,0,"5,331","1,730","14,968","8,975","49,886","27,910","58,513","63,112","32,869","50,050","24,661","31,398","25,427","31,152","29,409","31,447","29,907","34,393","30,350","33,319","32,720","35,529","40,205","41,877","49,977","53,189","64,521","74,156","34,635","47,825","36,270","28,036","28,615","24,461","24,290","21,610","7,280","12,974",769,"3,394",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2523,양평,3,0,"2,226",669,"6,928","3,168","23,765","8,618","27,586","34,266","12,684","13,308","8,408","5,910","7,936","5,511","8,487","5,898","8,460","6,271","7,570","6,356","8,285","7,128","9,126","8,984","14,971","12,573","28,390","21,538","8,215","15,239","5,587","10,096","4,355","9,709","2,995","9,052","1,481","5,463",141,"1,618",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2524,영등포구청,0,0,"1,068",834,"2,565","2,605","7,050","5,990","10,037","22,786","5,297","9,618","4,262","4,590","4,848","4,045","4,939","4,335","5,350","4,458","5,215","4,539","5,843","4,758","6,699","5,040","9,750","6,535","19,021","11,002","6,373","5,851","4,236","3,809","3,822","3,827","2,809","3,470","1,359","2,142",197,547,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2525,영등포시장,4,0,"2,497","1,087","5,459","5,305","21,350","12,780","31,036","36,618","14,566","22,743","11,105","16,994","12,154","16,068","15,291","19,664","15,370","23,035","15,778","19,060","19,411","16,161","25,235","15,932","29,785","18,920","38,823","30,672","16,671","18,840","11,608","11,966","10,382","11,893","7,711","10,926","3,108","7,177",389,"1,705",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2526,신길,94,0,"1,923",426,"4,111","2,068","13,667","4,602","21,937","13,018","10,078","5,903","5,930","3,009","5,005","3,208","5,281","3,701","5,095","4,101","4,273","4,182","4,667","5,035","5,601","6,532","8,233","9,984","12,604","18,312","4,726","11,105","3,204","8,928","4,079","8,779","2,980","8,584","1,379","5,998",176,"1,487",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2527,여의도,11,0,"1,911","3,541","3,870","26,279","9,375","126,993","13,346","206,533","11,990","80,588","13,322","33,246","19,563","32,394","20,332","32,226","25,409","34,212","29,800","29,430","36,757","27,509","50,701","31,395","130,049","40,241","163,343","47,104","63,974","22,944","63,731","10,073","62,055","8,383","35,912","7,224","11,332","4,126","1,210","2,306",1,1,0,1,0,0,2022-11-03 10:23:13
2022-10,5호선,2528,여의나루,8,0,"1,142","1,614","2,459","10,854","4,912","37,770","8,549","67,300","5,502","33,649","5,657","24,370","7,886","23,068","9,697","26,891","11,727","33,578","16,494","38,411","24,886","43,854","32,316","50,475","56,638","50,006","74,606","50,978","45,382","36,542","45,650","17,469","39,867","7,901","35,674","4,968","12,133","2,580",688,779,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2529,마포,22,0,"2,536","1,187","7,901","6,797","25,773","19,311","34,043","66,178","18,690","33,490","15,645","16,538","15,742","16,866","17,561","15,775","18,695","16,619","17,871","15,666","19,021","17,126","21,679","21,429","33,537","31,591","56,184","46,138","21,781","28,366","22,637","14,722","23,972","13,358","18,084","11,777","7,352","7,316",723,"1,774",1,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2530,공덕,7,0,"1,973","1,141","5,511","7,194","20,601","27,482","30,369","74,189","15,514","39,815","13,337","17,860","15,664","16,126","17,707","15,328","18,904","16,077","17,820","14,986","19,223","16,020","24,714","18,785","39,537","28,584","62,366","44,709","24,033","22,447","19,013","13,209","19,644","12,627","15,820","11,929","7,166","6,819",872,"1,587",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2531,애오개,32,0,"2,238",397,"4,910","4,063","16,975","8,474","24,009","24,310","12,562","12,520","8,894","7,063","9,189","6,270","9,801","6,750","9,852","8,332","8,900","8,599","10,091","8,633","11,267","9,700","13,615","13,432","20,173","19,791","7,678","12,414","5,326","8,191","4,504","7,476","3,162","7,508","1,266","4,614",156,"2,165",0,307,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2532,충정로(경기대입구),14,0,940,284,"2,244","1,676","6,178","9,877","8,862","32,598","4,867","12,127","4,220","4,453","4,738","4,205","5,074","3,731","5,181","4,663","5,457","4,535","5,515","3,994","7,010","4,396","13,617","5,966","27,238","8,778","6,739","5,613","4,753","4,103","4,598","4,073","3,365","4,019","1,263","2,602",195,603,1,45,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2533,서대문,6,1,"2,838","1,109","5,897","14,154","17,350","64,059","23,033","153,580","17,492","48,757","17,146","24,228","20,752","21,626","21,418","20,482","21,058","23,512","24,232","19,864","30,286","16,482","39,930","17,022","70,479","20,245","109,955","26,145","30,796","15,298","24,223","10,551","21,969","10,989","16,174","8,585","6,490","5,492",652,"1,373",0,24,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2534,광화문(세종문화회관),21,1,"1,182",905,"3,043","28,244","8,317","70,881","12,311","238,924","11,532","121,525","15,033","64,492","22,506","64,191","30,321","59,357","39,853","61,989","53,652","51,632","73,027","41,671","84,639","39,232","122,587","43,589","206,363","47,336","79,136","21,787","64,771","9,577","67,436","7,749","41,785","5,942","14,720","3,179","1,579",784,1,5,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2535,종로3가,58,1,"1,686",501,"2,235","5,667","3,330","14,023","5,059","38,490","6,040","33,318","7,648","31,634","11,157","36,240","17,637","36,107","21,356","34,242","27,100","31,798","33,969","28,491","40,739","28,003","47,378","30,640","60,369","35,276","36,740","19,219","34,326","10,706","38,161","8,410","31,432","6,204","16,854","3,939","1,843","1,332",2,11,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2536,을지로4가,3,0,421,808,823,"6,736","1,658","17,087","2,810","40,399","2,929","18,518","3,961","11,783","5,667","11,411","6,969","10,880","8,906","10,443","10,285","9,120","11,919","8,008","14,662","7,237","24,507","7,309","36,598","7,064","14,523","3,725","9,642","2,411","8,138","2,160","5,574","1,596","2,702",960,305,329,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2537,동대문역사문화공원(DDP),1,0,314,243,655,"2,523","1,312","8,809","2,506","27,780","2,281","11,483","2,840","4,009","2,815","3,574","2,634","3,591","2,857","3,473","3,486","3,449","3,797","3,325","5,304","3,460","11,000","3,661","19,651","3,835","7,185","2,509","4,128","1,973","3,553","2,017","2,586","1,843","1,037","1,361",150,339,0,3,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2538,청구,4,0,"1,697",296,"2,963","2,136","6,855","4,017","10,908","13,597","6,960","7,426","5,647","4,185","5,351","3,792","5,544","4,315","5,782","4,728","5,419","4,663","5,601","5,247","6,904","5,982","8,019","7,553","12,846","10,375","7,232","7,212","4,845","4,742","4,128","4,512","3,157","4,440","1,597","2,989",222,776,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2539,신금호,29,1,"2,986",392,"7,209","3,105","21,043","8,632","28,007","13,813","15,106","7,834","10,321","5,850","9,623","5,924","9,574","7,371","9,445","8,355","8,249","8,540","9,014","11,175","11,307","13,107","10,313","16,730","10,252","25,458","7,320","16,702","5,011","10,970","3,702","10,329","2,580","9,130","1,087","6,006",172,"1,753",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2540,행당,22,0,"4,187",646,"11,152","2,685","30,739","4,831","42,779","9,292","22,051","6,903","14,900","5,428","13,118","6,149","12,907","7,574","11,832","8,433","10,362","10,127","10,469","11,860","10,250","15,348","10,661","19,463","9,681","30,463","6,405","20,775","4,897","13,271","3,907","12,939","3,019","11,359","1,142","6,778",181,"1,995",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2541,왕십리(성동구청),35,0,"1,653",570,"2,163","2,701","5,978","6,071","8,423","17,843","5,333","9,630","5,101","7,071","5,278","6,938","6,161","7,616","6,580","8,394","6,753","8,421","7,865","8,274","9,598","9,408","11,077","11,874","13,945","16,486","8,411","9,257","7,551","5,673","7,840","5,095","6,451","4,437","2,891","2,817",544,"2,176",1,239,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2542,마장,0,0,"2,465",543,"5,806","3,601","15,537","6,189","19,840","16,195","11,381","10,950","9,074","7,957","8,494","6,922","10,033","7,914","9,135","7,885","9,168","6,768","9,554","7,760","10,813","9,287","11,406","12,100","12,756","17,148","7,715","11,289","5,362","7,262","4,717","6,773","3,485","6,529","1,518","3,898",183,"1,200",0,8,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2543,답십리,24,0,"9,304","1,075","17,998","7,481","52,851","13,697","70,098","34,743","36,429","19,097","24,060","14,145","21,284","13,943","22,411","16,000","21,633","18,650","19,604","17,873","20,795","21,072","24,041","25,377","29,218","33,718","33,338","54,312","16,360","36,717","11,289","23,651","9,498","21,786","7,344","19,618","2,965","11,872",413,"3,314",0,13,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2544,장한평,32,3,"7,421","1,008","18,071","11,818","51,772","21,728","72,132","62,352","38,317","28,170","23,846","20,118","21,929","18,934","23,575","19,138","22,932","20,516","21,847","19,110","23,198","22,460","30,501","27,883","39,592","39,733","59,100","62,198","25,585","44,279","15,326","26,969","12,305","25,530","9,531","23,213","3,988","14,599",432,"3,790",0,162,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2545,군자(능동),43,4,"6,916",939,"11,900","5,694","32,667","8,629","44,061","25,393","22,093","16,642","14,565","11,949","14,063","11,779","15,789","13,472","15,610","15,146","14,512","15,629","15,061","17,745","17,356","22,853","21,818","32,787","26,253","51,590","15,433","34,050","12,757","20,834","12,725","19,252","10,505","18,291","5,667","12,122",855,"5,781",1,947,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2546,아차산(어린이대공원후문),26,0,"8,794","1,498","17,077","6,267","42,483","13,999","58,291","29,101","32,435","23,097","22,902","22,644","21,632","21,988","24,382","22,024","25,834","23,036","27,040","21,648","28,982","24,951","32,192","30,209","32,384","36,758","30,351","53,585","17,485","37,781","12,329","24,207","13,901","20,699","10,257","18,295","3,118","11,361",338,"3,117",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,5호선,2547,광나루(장신대),8,0,"5,373","1,649","15,317","8,208","38,355","16,934","45,419","37,612","28,897","23,342","21,822","20,724","20,736","16,926","24,313","16,892","22,936","18,050","21,632","18,066","23,805","19,950","27,673","24,083","29,563","29,123","33,070","39,304","16,599","28,575","12,808","18,262","13,910","17,912","8,823","16,610","2,883","9,466",332,"2,290",0,1,0,0,0,0,2022-11-03 10:23:13
